expense_category,expense_name,budget,expenditures,source_lines,elapsed_pct,expected_spend_to_date,remaining_budget,utilization_pct,pace_variance,pace_gap_pct_points,linear_run_rate_proxy,projected_variance_proxy,pace_status
Other operating costs,Leave buyout,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Transfers & debt service,Trf to Health CIP Fund,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Other operating costs,Invn adj-purchase price,0.0,-51345.76,1,75.0,0.0,51345.76,,-51345.76,,-68461.01333333334,-68461.01333333334,Review: non-positive budget
Personnel & benefits,Personal holiday pay,0.0,14044747.34,1280,75.0,0.0,-14044747.34,,14044747.34,,18726329.786666665,18726329.786666665,Review: spend without budget
Other operating costs,Unclaimed Property Disbursement,0.0,233.52,1,75.0,0.0,-233.52,,233.52,,311.36,311.36,Review: spend without budget
Other operating costs,Tfr to Utility D/S Sub Lien,0.0,764.38,3,75.0,0.0,-764.38,,764.38,,1019.1733333333333,1019.1733333333333,Review: spend without budget
Other operating costs,Tfr to Utility D/S S/L WDB,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Other operating costs,Electric Generators,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
"Supplies, technology & equipment",Auxiliary generation equipment,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Other operating costs,Third party admn costs to dist,0.0,1077201.21,2,75.0,0.0,-1077201.21,,1077201.21,,1436268.28,1436268.28,Review: spend without budget
Other operating costs,Tfr to Utility Reserve Fund,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Personnel & benefits,Holiday pay,0.0,42056577.99,1288,75.0,0.0,-42056577.99,,42056577.99,,56075437.32,56075437.32,Review: spend without budget
Other operating costs,Exception vacation,0.0,14628239.36,476,75.0,0.0,-14628239.36,,14628239.36,,19504319.146666665,19504319.146666665,Review: spend without budget
Personnel & benefits,Vacation pay,0.0,72770422.34,1283,75.0,0.0,-72770422.34,,72770422.34,,97027229.78666668,97027229.78666668,Review: spend without budget
Other operating costs,Emergency leave,0.0,2023438.36,1240,75.0,0.0,-2023438.36,,2023438.36,,2697917.8133333335,2697917.8133333335,Review: spend without budget
Other operating costs,Administrative leave,0.0,9305249.86,1283,75.0,0.0,-9305249.86,,9305249.86,,12406999.813333333,12406999.813333333,Review: spend without budget
Contractual services,Services-Hazardous Testing,0.0,0.0,3,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Grants & contributions,Grants to others-nonsubrecipient,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Transfers & debt service,Interest on invoices,0.0,18160.879999999997,4,75.0,0.0,-18160.879999999997,,18160.879999999997,,24214.506666666664,24214.506666666664,Review: spend without budget
"Supplies, technology & equipment",Power plant fuel-Biomass,0.0,13265401.07,1,75.0,0.0,-13265401.07,,13265401.07,,17687201.426666666,17687201.426666666,Review: spend without budget
Other operating costs,Fleet-equip. abuse repairs,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
"Supplies, technology & equipment",Medical/lab equipment,0.0,23442.690000000002,4,75.0,0.0,-23442.690000000002,,23442.690000000002,,31256.920000000002,31256.920000000002,Review: spend without budget
"Supplies, technology & equipment",Communications Equipment,0.0,12332.92,3,75.0,0.0,-12332.92,,12332.92,,16443.893333333333,16443.893333333333,Review: spend without budget
Other operating costs,Cash over/short,0.0,-13168.539999999999,3,75.0,0.0,13168.539999999999,,-13168.539999999999,,-17558.053333333333,-17558.053333333333,Review: non-positive budget
Other operating costs,Concession operations,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Other operating costs,Comp time used,0.0,3894247.73,499,75.0,0.0,-3894247.73,,3894247.73,,5192330.306666667,5192330.306666667,Review: spend without budget
Other operating costs,Purch.card costs to reclassify,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Other operating costs,Military leave,0.0,654894.53,85,75.0,0.0,-654894.53,,654894.53,,873192.7066666667,873192.7066666667,Review: spend without budget
Other operating costs,Cost to be recovered,0.0,201502.23,1,75.0,0.0,-201502.23,,201502.23,,268669.64,268669.64,Review: spend without budget
Other operating costs,Parental Leave,0.0,5661202.55,466,75.0,0.0,-5661202.55,,5661202.55,,7548270.066666666,7548270.066666666,Review: spend without budget
Other operating costs,O&M CONTINGENCY,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Transfers & debt service,Bad debt expense-non CIS,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
"Supplies, technology & equipment",Tfr to Power Supply Stabilization,0.0,0.0,1,75.0,0.0,0.0,,0.0,,0.0,0.0,Review: non-positive budget
Other operating costs,Exp Reimb - Public Information Requests,-394.0,-99940.59,35,75.0,-295.5,99546.59,25365.63197969543,-99645.09,25290.63197969543,-133254.12,-132860.12,Review: non-positive budget
Other operating costs,Subrogation,-100000.0,-207726.03,1,75.0,-75000.0,107726.03,207.72603,-132726.03,132.72603,-276968.04,-176968.03999999998,Review: non-positive budget
Other operating costs,Other 3rd party billings,-381037.0,0.0,2,75.0,-285777.75,-381037.0,-0.0,285777.75,-75.0,0.0,381037.0,Review: non-positive budget
Other operating costs,Reimb admin - Conv Ctr/PEC,-1412408.0,-1177000.0,5,75.0,-1059306.0,-235408.0,83.33286132618903,-117694.0,8.332861326189033,-1569333.3333333333,-156925.33333333326,Review: non-positive budget
Personnel & benefits,Reimbursed overtime,-1697726.0,-8979195.9,19,75.0,-1273294.5,7281469.9,528.8954695869652,-7705901.4,453.8954695869652,-11972261.200000001,-10274535.200000001,Review: non-positive budget
Other operating costs,Default inventory issues,-3749500.0,-2891543.0,2,75.0,-2812125.0,-857957.0,77.11809574609948,-79418.0,2.1180957460994847,-3855390.6666666665,-105890.66666666651,Review: non-positive budget
Other operating costs,Intradepartmental reimbursemnt,-5180875.0,-6356480.74,101,75.0,-3885656.25,1175605.7400000002,122.6912585229329,-2470824.49,47.6912585229329,-8475307.653333334,-3294432.6533333343,Review: non-positive budget
Grants & contributions,Grant reimbursement,-7335730.0,-5006166.8100000005,63,75.0,-5501797.5,-2329563.1899999995,68.24360779363472,495630.6899999995,-6.756392206365277,-6674889.080000001,660840.919999999,Review: non-positive budget
Other operating costs,Dept OH distribtd to indire,-33112797.0,-54430751.22,69,75.0,-24834597.75,21317954.22,164.37980524568795,-29596153.47,89.37980524568795,-72574334.96,-39461537.95999999,Review: non-positive budget
Other operating costs,AE customer care/other city de,-34568755.0,-28807295.84,6,75.0,-25926566.25,-5761459.16,83.33333335261857,-2880729.59,8.333333352618567,-38409727.78666667,-3840972.786666669,Review: non-positive budget
Other operating costs,Expense refunds,-61042079.0,-58823504.85,163,75.0,-45781559.25,-2218574.1499999985,96.36550034608094,-13041945.600000001,21.365500346080935,-78431339.8,-17389260.799999997,Review: non-positive budget
Other operating costs,Interdepartmental reimbursements,-66825739.0,-49763865.72,338,75.0,-50119304.25,-17061873.28,74.4681113365615,355438.5300000012,-0.5318886634384938,-66351820.96,473918.0399999991,Review: non-positive budget
Other operating costs,Reimbursement of CIP charge,-70692884.0,-59578690.58,93,75.0,-53019663.0,-11114193.420000002,84.2782005894681,-6559027.579999998,9.2782005894681,-79438254.10666667,-8745370.10666667,Review: non-positive budget
Personnel & benefits,Personnel savings,-150306937.0,0.0,933,75.0,-112730202.75,-150306937.0,-0.0,112730202.75,-75.0,0.0,150306937.0,Review: non-positive budget
